"Descripción del contrato","Entidad ","Contratista","Nomenclatura del proceso","Número del contrato","Objeto ","Moneda ","Monto ","Presupuesto ","CCP ","Previsión Presupuestal ","Fecha de suscripción del contrato","Fecha de inicio del contrato","Fecha fin del contrato","Estado"
"EJECUCION DE LA OBRA: ""MEJORAMIENTO DEL ESPACIO PUBLICO EN LA BERMA CENTRAL AV. ALAMEDA MATELLINI DEL DISTRITO DE CHORRILLOS-PROVIN CIA DE LIMA-DEPARTAMENTO DE LIMA"" CUI N° 2521707","20131368152-MUNICIPALIDAD DISTRITAL DE CHORRILLOS","20516615088-OXIGAS CONTRATISTAS GENERALES S.R.L.","AS-SM-35-2021-CS-MDCH-1","01-2022-MDCH","OBRA","S/","1378297.29","1378297.29","1378297.29","1093765.91","12/01/2022","13/01/2022","13/05/2022","Publicado"
"OBRA: CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA ¿MEJORAMIENTO DEL SERVICIO RECREATIVO DEL POLIDEPORTIVO DEL AA.HH. INMACULADA CONCEPCIÓN DEL DISTRITO DE CIENEGUILLA ¿PROVINCIA DE LIMA- DEPARTAMENTO DE LIMA¿","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20507687084-CONSORCIO TAMBO VIEJO","AS-SM-20-2021-MDC/CS-2","CONTRATO Nº 005-2022-MDC/GAF","OBRA","S/","770432.64","770432.64","770432.64"," ","12/01/2022","12/01/2022","12/03/2022","Publicado"
"obra: ""MEJORAMIENTO DE LOS SERVICIOS RECREATIVOS DEL POLIDEPORTIVO DEL AA.HH SOL RADIANTE DEL DISTRITO DE CIENEGUILLA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"" CUI Nº 2533035","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20518629451-FK & JJ CONTRATISTAS GENERALES S.A.C.","AS-SM-23-2021-MDC/CS-1","CONTRATO Nº 004-2022-MDC/GAF","OBRA","S/","405491.22","405491.22","405491.22"," ","10/01/2022","10/01/2022","10/03/2022","Publicado"
"obra: ""MEJORAMIENTO DEL PARQUE EN LA ASOCIACION DE VIVIENDA TAMBO VIEJO ZONA F DEL DISTRITO DE CIENEGUILLA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA"" CUI Nº 2533505 ","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20518629451-CONSORCIO TAMBO VIEJO","AS-SM-24-2021-MDC/CS-1","CONTRATO Nº 0033-2022-MDC/GAF","OBRA","S/","393041.14","393041.14","393041.14"," ","10/01/2022","10/01/2022","10/03/2022","Publicado"
"OBRA ¿MEJORAMIENTO DEL SERVICIO RECREATIVO DEL POLIDEPORTIVO NUEVA VICTORIA ZONA A DEL DISTRITO DE CIENEGUILLA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA¿ CUI N°2533023","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20536444905-CONSORCIO NUEVA VICTORIA","AS-SM-25-2021-MDC/CS-1","CONTRATO Nº 009-2022-MDC/GAF","OBRA","S/","591075.88","591075.88","591075.88"," ","17/01/2022","17/01/2022","17/03/2022","Publicado"
"CONSTRUCCION DE CENTRO MEDICO, ADQUISICION DE ELECTROCARDIOGRAFO, BOMBA DE INFUSION Y MONITOREO FETAL, ADEMAS DE OTROS ACTIVOS EN EL (LA) EESS, TAMBO VIEJO ¿ CIENEGUILLA TAMBO VIEJO DISTRITO DE CIENEGUILLA ¿ PROVINCIA DE LIMA ¿ DEPARTAMENTO DE LIMA""- CUI 2536111","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20600531213-CONSORCIO TAMBO VIEJO","AS-SM-27-2021-MDC/CS-1","12-2022-MDC/GAF","OBRA","S/","512680.02","512680.02","512680.02"," ","25/01/2022","07/02/2022","08/04/2022","Publicado"
": ¿ADQUISICION DE COMBUSTIBLE PETROLEO B5 S-50 UV Y GASOHOL 90 PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DISTRITA DE CIENEGUILLA¿","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20603080492-BIOCORBEL S.A.C.","SIE-SIE-8-2021-MDC/OEC-1","CONTRATO Nº 010-2022-MDC/GAF","BIEN","S/","1253167.33","1253167.33","2319113.66","0","20/01/2022","20/01/2022","31/12/2022","Publicado"
"""MEJORAMIENTO DEL PARQUE EN LA ASOCIACION DE VIVIENDA TAMBO VIEJO ZONA C DEL DISTRITO DE CIENEGUILLA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA, que celebra de una parte MUNICIPALIDAD DISTRITAL DE CIENEGUILLA¿","20181109891-MUNICIPALIDAD DISTRITAL DE CIENEGUILLA","20600380151-CONSORCIO ZONA C - CIENEGUILLA","AS-SM-26-2021-MDC/CS-1","15-2022-MDC/GAF","OBRA","S/","256686.67","256686.67","256686.67"," ","03/02/2022","14/02/2022","14/04/2022","Publicado"
"ADQUISICION DE UNIFORMES PARA EL PERSONAL DE LA SUBGERENCIA DE SERENAZGO DE LA MUNICIPALIDAD DISTRITAL DE LURIN","20131376767-MUNICIPALIDAD DISTRITAL DE LURIN","20506719331-INDUSTRIAS LUANDA E.I.R.L.","AS-SM-9-2021-CS/ML-1","001-2022-GAF/ML","BIEN","S/","378900","378900","378900","381112","25/01/2022","26/01/2022","21/02/2022","Publicado"
"MEJORAMIENTO DEL SERVICIO DEPORTIVO EN EL COMPLEJO DEPORTIVO TÚPAC AMARU URB. LA ESTANCIA DEL DISTRITO DE PUEBLO LIBRE-PROVINCIA DE LIMA-DEPARTAMENTO DE LIMA, CON CUI N 2438190","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20600593758-PAZ & ESCALANTE CONSTRUCTORES INMOBILIARIOS E.I.R.L","AS-SM-9-2021-CS-MPL-1","003-2022-MPL","OBRA","S/","389680.5","389680.5","389680.5","432978.33","19/01/2022","07/02/2022","08/04/2022","Publicado"
"SERVICIO DE CONFECCIÓN, IMPRESIÓN DE FORMATOS CON DATA VARIABLE, IMPRESIÓN DE TAPA, CONTRATAPA, INFORMATIVO TRIBUTARIO, COMPAGINACI{ON, ENGOMADO, ENSOBRADO Y ETIQUETADO DE CARPETAS TRIBUTARIAS PARA LA MUNICIPALIDAD DE PUEBLO LIBRE","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20472030311-G & V FAST CONSULTING S.R.L.","AS-SM-12-2021-CS-MPL-1","001-2022-MPL","SERVICIO","S/","63640","63640","63640"," ","05/01/2022","06/01/2022","21/01/2022","Publicado"
"SERVICIO DE ALQUILER DE VEINTISIETE EQUIPOS MULTIFUNCIONALES","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20601123861-CORPORACION LUCILA S.A.C.","AS-SM-14-2021-CS-MPL-1","002-2021-MPL","SERVICIO","S/","190911.18","564530.1","564530.1"," ","12/01/2022","21/01/2022","23/01/2023","Publicado"
"ADQUISICIÓN DE INDUMENTARIA PARA EL PERSONAL DE LA SUBGERENCIA DE OBRAS PÚBLICAS Y CATASTRO","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20512673971-MOCHILAS DEL MUNDO S.R.L","AS-SM-15-2021-CS-MPL-1","004-2022-MPL","BIEN","S/","62822.7","127847.64","127847.64"," ","03/02/2022","04/02/2022","18/02/2022","Publicado"
"ADQUISICION DE GRASS SINTETICO PARA LAS AREAS DEPORTIVAS DEL COMPLEJO TORRE TAGLE DEL DISTRITO DE PUEBLO LIBRE ","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20606122048-TRES SOCIOS S.A.C.","COMPRE-SM-6-2021-OEC-MPL-1","2022-00003","BIEN","S/","64800.02","64800.02","64800.02"," ","11/01/2022","12/01/2022","17/01/2022","Publicado"
"SERVICIO DE TOMA DE INVENTARIO FÍSICO VALORIZADO Y CONCILIACIÓN DE BIENES MUEBLES, INMUEBLES Y EXISTENCIAS DE LA MUNICIPALIDAD DE PUEBLO LIBRE","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20472030311-G & V FAST CONSULTING S.R.L.","AS-SM-13-2021-OEC-MPL-2","005-2022-MPL","SERVICIO","S/","136990","136990","136990"," ","08/02/2022","14/02/2022","25/03/2022","Publicado"
"ADQUISICION DE MATERIALES DE INSTALACION ELECTRICA PARA REALIZAR EL MANTENIMIENTO DE LOS PARQUES, ESPACIOS PUBLICOS Y VIAS URBANAS DEL DISTRITO DE PUEBLO LIBRE ","20131377062-MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA","20607585025-LLAVEMAESTRA FERRETERIA S.A.C.","COMPRE-SM-1-2022-MPL-1","ORDEN DE COMPRA N° 2022-00038","BIEN","S/","65583","65583","65583"," ","14/02/2022","15/02/2022","21/02/2022","Publicado"
"SERVICIO DE FUMIGACIÓN Y DESRATIZACIÓN EN EL DISTRITO DE SAN BORJA 2021","20131373741-MUNICIPALIDAD DISTRITAL DE SAN BORJA","20600624483-SANEAMIENTO ROEDJOT S.A.C. - ROEDJOT S.A.C.","AS-SM-41-2021-CS/MSB-1","002-2022-MSB","SERVICIO","S/","134487.5","134487.5","134487.5","134487.5","18/01/2022","19/01/2022","20/06/2022","Publicado"
"SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMAS DE CÁMARAS DE VIDEO VIGILANCIA, RADIO ENLACES Y COMPONENTES DE SEGURIDAD CIUDADANA","20131373741-MUNICIPALIDAD DISTRITAL DE SAN BORJA","20600953266-G & M SERVICIOS ELECTRONICA E.I.R.L.","AS-SM-28-2021-MSB/CS-2","001-2022-MSB","SERVICIO","S/","295900","295900","271241.67","320558.33","11/01/2022","12/01/2022","31/12/2022","Publicado"
"SUMINISTRO DE ABONOS Y ENMIENDAS ORGANICAS","20131373741-MUNICIPALIDAD DISTRITAL DE SAN BORJA","10078453864-NAVARRO CCOILLO SUSANA","AS-SM-46-2021-CS/MSB-1","003-2022-MSB","BIEN","S/","304000","304000","304000","304000","18/01/2022","19/01/2022","20/06/2022","Publicado"
"EJECUCIÓN DE LA OBRA REPARACIÓN DE PISTA, BERMA Y VEREDA; EN LA AV. BUENA VISTA DISTRITO DE SAN BORJA, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA CUI N° 2531623","20131373741-MUNICIPALIDAD DISTRITAL DE SAN BORJA","20514444341-PORFISA CONTRATISTAS GENERALES S.A.C.","AS-SM-48-2021-MSB/CS-1","04-2022-MSB","OBRA","S/","1580742.14","1580742.14","1580742.14","175638.01","08/02/2022","09/02/2022","20/05/2022","Publicado"
"ALIMENTO PARA CANES ","20130534211-MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA","20513345748-GERAL SERVICIOS E.I.R.L.","AS-SM-51-2021-CS/MSI-1","CONTRATO N°001-2022-MSI","BIEN","S/","80640","80640","80640","100799","05/01/2022","06/01/2022","01/11/2022","Publicado"
"¿CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS JUEGOS RECREATIVOS Y MOBILIARIO INSTALADOS EN LOS PARQUES DEL DISTRITO DE SAN ISIDRO¿ ","20130534211-MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA","20601995469-ROADRI INVERSIONES E.I.R.L.","AS-SM-56-2021-CS/MSI-1","CONTRATO N° 05-2022-MSI ","SERVICIO","S/","279200","279200","279200","399000","20/01/2022","21/01/2022","22/04/2022","Publicado"
"94196.06","20130534211-MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA","20182246078-SISTEMAS ORACLE DEL PERU S.R.L.","DIRECTA-PROC-9-2021-CS/MSI-1","3-2022-MSI","SERVICIO","S/","94196.06","94196.06","94196.06","94196.06","06/01/2022","10/01/2022","09/01/2023","Publicado"
"CONTRATO DE EJECUCION DE OBRA","20135890112-MUNICIPALIDAD DISTRITAL DE SANTA ROSA - LIMA","20508349301-CORPORACION JARA Y CHAVEZ SOCIEDAD ANONIMA CERRADA","AS-SM-13-2021-CS/MDSR-1","1","OBRA","S/","235329.74","235329.74","235329.74","161477.47","19/01/2022","31/01/2022","17/03/2022","Publicado"
"EJECUCION DE OBRA: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA AVENIDA MARIA PARADO DE BELLIDO - DISTRITO DE HUACHO - PROVINCIA DE HUAURA - REGION LIMA","20141418557-MUNICIPALIDAD PROVINCIAL DE HUACHO - HUAURA","20542053926-CONSORCIO VIAL M G","LP-SM-3-2021-CS-MPH-H-1","1","OBRA","S/","2885000","2893828.32","2893828.32"," ","21/01/2022","28/01/2022","28/04/2022","Publicado"
"ADQUISICION DE CAMION CISTERNA EN LA SUB GERENCIA DE SERVICIOS PUBLICOS DE LA MUNICIPALIDAD DISTRITAL DE SANTA MARIA, DISTRITO DE SANTA MARIA,","20172318551-MUNICIPALIDAD DISTRITAL DE SANTA MARIA","20533625836-D & G EUROTRUCKS S.A.C.","AS-SM-9-2021-CS/MDSM-1","AS-SM-9-2021-CS/MDSM-1","BIEN","S/","584886","584886","584886"," ","18/01/2022","19/01/2022","08/02/2022","Publicado"
"ejecucucion","20188948741-MUNICIPALIDAD PROVINCIAL DE HUARAL","20534191350-CONSORCIO J. DEL VALLE","LP-SM-3-2021-MPH-CS-1","01-20222","OBRA","S/","1963000","1963000","1963000"," ","07/01/2022","21/01/2022","06/05/2022","Publicado"
" EJECUCION DE OBRA: CREACION DEL SERVICIO DE RECREACION DEL PARQUE VIZCACHERA EN AV. LOS PROCERES ANEXO 2 JICAMARCA DEL DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA","20217254125-MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - HUAROCHIRI","20542085704-CONSORCIO PROCERES","AS-SM-9-2021-MDSA/CS-1","CONTRATO 003","OBRA","S/","1058357.21","1058357.21","1058357.21","1058357.21","04/01/2022","04/01/2022","21/03/2022","Publicado"
"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: RENOVACION DE ALAMEDA; EN EL (LA) AV. PACHACUTEC ENTRE AV. MAR DEL NORTE Y AV. EL SOL ANEXO 22 DISTRITO DE SAN ANTONIO, PROVINCIA DE HUAROCHIRI, DEPARTAMENTO DE LIMA","20217254125-MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - HUAROCHIRI","20542085704-CONSORCIO JICAMARCA","AS-SM-6-2021-MDSA/CS-1","CONTRATO N°","OBRA","S/","1799999.64","1799999.64","1799999.64","1449999.64","17/01/2022","17/01/2022","28/04/2022","Publicado"
"Ejecución de Obra: CREACION DEL POLIDEPORTIVO MARACANA EN EL SECTOR EL PORVENIR DEL DISTRITO DE PATIVILCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA - I ETAPA: LOSA DEPORTIVA MULTIFUNCIONAL Y AMBIENTES EXTERIORES, CUI N° 2513391","20188957146-MUNICIPALIDAD DISTRITAL DE PATIVILCA","20542007576-CONSORCIO SAN MATEO","AS-SM-3-2021-MDP/CS-3","001-2022-GM/MDP","OBRA","S/","328953.2","328953.2","328953.2"," ","12/01/2022","19/01/2022","03/04/2022","Publicado"
" Servicio de soporte a la herramienta de Help Desk ARANDA","20100116392-CORPORACION FINANCIERA DE DESARROLLO S.A.","20199144961-BAFING S.A.C.","AS-SM-32-2021-COFIDE-2","001 2022","SERVICIO","S/","112000"," "," "," ","05/01/2022","15/02/2022","14/02/2024","Publicado"
"SERVICIO DE INTERCONEXION DE PREDIOS DE LA UNFV","20170934289-UNIVERSIDAD NACIONAL FEDERICO VILLARREAL","20552504641-OPTICAL TECHNOLOGIES SAC","CP-SM-6-2021-UNFV-1","CONTRATO Nª 005-2022-UNFV","SERVICIO","S/","4722500","4758424.39","1442986.05","3315438.34","01/02/2022","11/02/2022","10/02/2025","Publicado"
"CONTRATO","20148092282-UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","20100070970-SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA &#39;O &#39; S.P.S.A.","LP-SM-4-2021-UNMSM-1","02-2022","BIEN","S/","567407.41","1702222.23","1132999.41","569222.82","19/01/2022","19/01/2022","20/02/2023","Publicado"
"CONTRATO","20148092282-UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","20467534026-AMERICA MOVIL PERU S.A.C.","DIRECTA-PROC-32-2021-UNMSM--1","01-2022","SERVICIO","S/","536515.32","536515.32","536515.32"," ","14/01/2022","15/01/2022","14/07/2022","Publicado"
"CONTRATACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LAS INSTALACIONES DE LA SEDE CENTRAL Y ALMACEN TASITA DEL FONDO NACIONAL DE DESARROLLO PESQUERO","20137921601-FONDO NACIONAL DE DESARROLLO PESQUERO","20601337755-MAKER SERVICES SOCIEDAD ANONIMA CERRADA - MAKER SERVICES S.A.C.","DIRECTA-PROC-1-2022-FONDEPES-1","01-2022-FONDEPES","SERVICIO","S/","89605.12","89605.12","89605.12"," ","14/01/2022","16/01/2022","14/04/2022","Publicado"
"Servicio de agenciamiento de pasajes aéreos internacionales","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20388307677-CUARZO TRAVEL S.R.LTDA","CP-SM-12-2021-SBS-1","CP 012-2021 - Item 2","SERVICIO","$","138471.41"," "," "," ","13/01/2022","14/01/2022","29/02/2024","Publicado"
"Servicio de agenciamiento de pasajes aéreos nacionales","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20509435341-PERU MUNDO TRAVEL SOCIEDADA ANONIMA CERRADA","CP-SM-12-2021-SBS-1","CP 012-2021 - Item 1","SERVICIO","$","224182.84"," "," "," ","13/01/2022","14/01/2022","29/02/2024","Publicado"
"Contrato  del servicio de ethical hacking","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20600623908-LAYER 8 SECURITY S.A.C.","AS-SM-34-2021-SBS-2","Contrato AS N°034/2021-SBS","SERVICIO","S/","185000"," "," "," ","18/01/2022","28/01/2022","05/09/2022","Publicado"
"Contratación del servicio de suscripción de licencias y servicio de soporte técnico y actualización del software de seguridad Check Point SandBlast (Harmony Endpoint) Complete o equivalente,","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20601317461-SECURESOFT CORPORATION S.A.C","CP-SM-16-2021-SBS-1","CONTRATO DERIVADO DEL CP 016-2021","SERVICIO","S/","558186.33"," "," "," ","09/02/2022","10/02/2022","29/02/2024","Publicado"
"SERVICIO DE SOPORTE TECNICO Y ACTUALIZACION, Y ADQUISICION DE LICENCIAS DEL SOFTWARE TEAMMATE","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20101071562-PRICEWATERHOUSECOOPERS S.CIVIL DE R.L.","DIRECTA-PROC-12-2021-SBS-1","CONTRATACION DIRECTA 12-2021-SBS","SERVICIO","$","312048.07"," "," "," ","13/01/2022","16/01/2022","15/01/2023","Publicado"
"contrato de servicio","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20417930079-HAVAS MEDIA PERU S.A.C.","AS-SM-36-2021-SBS-1","S/N","SERVICIO","S/","212307.38"," "," "," ","10/02/2022","11/02/2022","10/02/2023","Publicado"
"SERVICIO DE INTERCONEXIÓN DE DATOS E INTERNET PARA MÓDULOS DE ATENCIÓN AL PÚBLICO","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20421780472-GTD PERÚ S.A","AS-SM-35-2021-SBS-1","CONTRATO S/N PARA EL SERVICIO DE INTERCONEXIÓN DE DATOS E INTERNET PARA MÓDULOS DE ATENCIÓN AL PÚBLICO","SERVICIO","S/","275724"," "," "," ","02/02/2022","03/02/2022","24/04/2025","Publicado"
" Contratación del servicio de soporte técnico de switches de Core y Top-of-Rack.","20131370564-SUPERINTENDENCIA DE BANCA, SEGUROS Y AFP","20516605104-INTEGRIT SOCIEDAD ANONIMA CERRADA - INTEGRIT S.A.C.","AS-SM-37-2021-SBS-1","CONTRATO DERIVADO DE LA AS 037-2021","SERVICIO","S/","336935"," "," "," ","28/01/2022","29/01/2022","15/02/2025","Publicado"
" SERVICIO DE INVENTARIO FÍSICO DE BIENES PATRIMONIALES MUEBLES E INMUEBLES DEL EJERCICIO FISCAL 2021","20131369981-INSTITUTO NACIONAL DE ESTADISTICA","20548817464-LATINO INGENIEROS SOCIEDAD ANONIMA CERRADA - LATINO INGENIEROS  S.A.C.","AS-SM-25-2021-INEI-2","01-2022-INEI","SERVICIO","S/","95000","190000","190000","220000","04/01/2022","06/01/2022","31/03/2022","Publicado"
"ADQUISICION DE TRAMPA CAPTURA PARA INSECTOS TIPO JACKSON","20131373075-SERVICIO NACIONAL DE SANIDAD AGRARIA","20545815215-INVERSIONES YOLIED SOCIEDAD ANONIMA CERRADA","LP-SM-3-2021-SENASA-1","01","BIEN","S/","251100","251100","251100"," ","09/02/2022","10/02/2022","20/04/2022","Publicado"
"ADQUISICION DE TRAMPA MCPHAIL DE PLASTICO (TRAMPA LIQUIDA C/GANCHO)","20131373075-SERVICIO NACIONAL DE SANIDAD AGRARIA","20526242409-FETA SERVICIOS GENERALES EIRL","LP-SM-3-2021-SENASA-1","2","BIEN","S/","225796.2","225796.2","225796.2"," ","11/02/2022","11/02/2022","29/04/2022","Publicado"
"015-2022-SENASA","20131373075-SERVICIO NACIONAL DE SANIDAD AGRARIA","20308272878-INVERSIONES Y CONFECCIONES ORTIZ S.R.L. - INVER-CONORT S.R.L.","AS-SM-43-2021-SENASA-1","15","BIEN","S/","95676","95676","95676"," ","09/02/2022","09/02/2022","01/04/2022","Publicado"
"OC-023-2022-SENASA","20131373075-SERVICIO NACIONAL DE SANIDAD AGRARIA","20526242409-FETA SERVICIOS GENERALES EIRL","AS-SM-42-2021-SENASA CENTRAL-1","23","BIEN","S/","78867.8","78867.8","78867.8"," ","11/02/2022","12/02/2022","12/05/2022","Publicado"
"Adquisición de Spinosad formulado en cebo concentrado - GF 120","20131373075-SERVICIO NACIONAL DE SANIDAD AGRARIA","L0556213581-CORTEVA AGRISCIENCE LLC","INTER-PROC-1-2022-SENASA-1","0008-2022","BIEN","S/","6711318.72","6711318.72","6711318.72"," ","28/01/2022","31/01/2022","28/09/2022","Publicado"
"SERVICIO DE NOTIFICACIÒN DE DOCUMENTOS A NIVEL LOCAL Y NACIONAL","20377985843-SUPERINTENDENCIA NACIONAL DE SALUD","20553892253-CA & PE CARGO S.A.C.","AS-SM-12-2021-SUSALUD-1","001-2022-SUSALUD/OGA","SERVICIO","S/","102030","102030","93527.5","230752","10/01/2022","14/01/2022","13/01/2023","Publicado"
"CONTRATACIÓN PARA LA ADQUISICIÓN DE SISTEMA DE ALMACENAMIENTO PARA EL CENTRO DE DATOS ¿ ITEM 2","20377985843-SUPERINTENDENCIA NACIONAL DE SALUD","20505120451-IT STORAGE E.I.R.L.","AS-SM-13-2021-SUSALUD-1","003-2022-SUSALUD/OGA","BIEN","S/","40800","40800","40800","0","14/01/2022","15/01/2022","23/02/2022","Publicado"
"ADQUISICION DE SISTEMA DE ALMACENAMIENTO PARA EL CENTRO DE DATOS - ITEM 01","20377985843-SUPERINTENDENCIA NACIONAL DE SALUD","20113277964-JAPAN COMPUTER SERVICE S.R.L.","AS-SM-13-2021-SUSALUD-1","002-2022-SUSALUD/OGA","BIEN","S/","173171.88","173171.88","163155.56","10016.32","13/01/2022","14/01/2022","10/03/2022","Publicado"
"CONTRATACIONES DEL SERVICIO DE SOPORTE TECNICO DEL CORE TRANSACCIONAL ","20377985843-SUPERINTENDENCIA NACIONAL DE SALUD","20524858518-INSPIRA IT CONSULTING S.A.C.","AS-SM-14-2021-SUSALUD-1","004-2022-SUSALUD/OGA","SERVICIO","S/","106980","106980","80235","106980","14/01/2022","01/02/2022","31/01/2023","Publicado"
"ADQUISICION DEL SERVICIO DE TRANSPORTE PARA LA DISTRIBUCION DE MATERIALES EDUCATIVOS","20232568861-GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 12 - CANTA","10152837319-MEDRANO ROJAS ALFREDO HUGO","COMPRE-SM-2-2022-UGEL 12-1","0000007","SERVICIO","S/","46864","46864","46864"," ","04/02/2022","21/02/2022","11/03/2022","Publicado"
" ADQUISICION DE GAS LICUADO DE PETROLEO (GLP) COMODATO PARA CALDEROS DE LAS DIFERENTES UUDD FAP (AF-2021/2022) PP-0135","20144364059-FUERZA AEREA DEL PERU","20100366747-LLAMA GAS S A","LP-SM-8-2021-FAP/SEBAT-1","003-CS-2022-SEBAT","BIEN","S/","548751.33","548751.33","548751","612758.83","10/01/2022","10/01/2022","02/01/2023","Publicado"
"ADQUISICION DE ZAPATILLAS PARA EL PERSONAL MILITAR ALTA 2022","20144364059-FUERZA AEREA DEL PERU","20563021587-XIOMIL E.I.R.L.","AS-SM-15-2021-SEINT/FAP-1","004","BIEN","S/","110880","110880","110880"," ","31/01/2022","01/02/2022","17/03/2022","Publicado"
"ADQUISICION DE CALZADO PARA EL PERSONAL MILITAR ALTA 2022","20144364059-FUERZA AEREA DEL PERU","20329985777-INDUSTRIA ESTRELLA AZUL E.I.R.L.","AS-SM-15-2021-SEINT/FAP-1","003","BIEN","S/","69705","250290","250290"," ","28/01/2022","29/01/2022","15/03/2022","Publicado"
"ADQUISICION DE VESTUARIO PARA EL PERSONAL DE ALTA 2022","20144364059-FUERZA AEREA DEL PERU","20522453111-HERAUF PERU S.A.C.","SIE-SIE-4-2021-SEINT/FAP-1","005","BIEN","S/","198000","242207","242207"," ","01/02/2022","02/02/2022","11/03/2022","Publicado"
"ADQUISICION DE VIVERES Y ABARROTES PARA EL PERSONAL DE GUARDIAS MEDICAS DEL HOSPI","20144364059-FUERZA AEREA DEL PERU","20130471464-COMERCIAL TRES ESTRELLAS S.A.","SIE-SIE-5-2021-SEINT/FAP-1","014-CS-SEINT-2022","BIEN","S/","188500","188500","188500"," ","04/02/2022","01/03/2022","31/10/2022","Publicado"
"ADQUISICION DE UTILES DE ASEO PARA EL PERSONAL DE TROPA FAP","20144364059-FUERZA AEREA DEL PERU","20451509251-B & P CLEANING PERU S.A.C.","AS-SM-17-2021-SEINT/FAP-1","013-CS-SEINT-2022","BIEN","S/","371054.4","371054.4","371054.4"," ","31/01/2022","01/02/2022","24/02/2022","Publicado"
"ADQUISICIÓN DE MEDICAMENTOS NEUROPATICO Y BENZODIAZEPINA PARA SESAN AF-2022 PP-0135","20144364059-FUERZA AEREA DEL PERU","20536390201-JOBAL PHARMA E.I.R.L.","AS-SM-14-2021-SESAN/FAP-1","13","BIEN","S/","38500","38500","38500"," ","01/02/2022","02/02/2022","31/03/2022","Publicado"
"ADQUISICIÓN DE MEDICAMENTOS NEUROPATICO Y BENZODIAZEPINA PARA SESAN AF-2022 PP-0135","20144364059-FUERZA AEREA DEL PERU","20100085225-CONSORCIO QUIMICA SUIZA S.A.C. - BONAPHARM S.A.C.","AS-SM-14-2021-SESAN/FAP-1","130","BIEN","S/","57011.4","57011.4","57011.4"," ","07/02/2022","08/02/2022","31/03/2022","Publicado"
" SERVICIO DE RACIONAMIENTO PARA PERSONAL MILITAR Y TROPA FAP (DINIA, MUSAR Y SESAN) AF-2022 PP-0135","20144364059-FUERZA AEREA DEL PERU","10153739388-SANCHEZ PALOMINO ALEX ALFREDO","AS-SM-17-2021-SESAN/FAP-1","15-CS-SESAN-2022","SERVICIO","S/","150046","150046","150046"," ","01/02/2022","02/02/2022","30/12/2022","Publicado"
